"doc_id","filename","region","authority","title","year","link","doc_to_cite"
"cc7685c3-d3ba-4639-8c5d-bd82d166c061","1-s2.0-S2352047724000777-main.pdf",,,,,"https://doi.org/10.1016/j.ejro.2024.100622","Tan, Q., Miao, J., Nitschke, L., Nickel, M. D., Lerchbaumer, M. H., Penzkofer, T., Hofbauer, S., Peters, R., Hamm, B., Geisel, D., Wagner, M., & Walter-Rittel, T. C. (2023). *Deep learning enabled near-isotropic CAIPIRINHA VIBE in the nephrogenic phase improves image quality and renal lesion conspicuity*. European Journal of Radiology Open."
"4531ce2c-dc2e-4cc6-9c93-0c71dfd01d04","1-s2.0-S2352914825000218-main.pdf",,,,,"https://doi.org/10.1016/j.imu.2025.101633","Nawabi, J., Schulze-Weddige, S., Baumgartner, G. L., Orth, T., Dell'Orco, A., Morotti, A., Mazzacane, F., Kniep, H., Hanning, U., Scheel, M., Fiehler, J., & Penzkofer, T. (n.d.). *End-to-end machine learning based discrimination of neoplastic and non-neoplastic intracerebral hemorrhage on computed tomography*. Informatics in Medicine Unlocked."
"39c5e1f4-4cdc-4bdb-9e2e-b821bcc511e1","1.11_Structure and content of a taxonomy to support the use of real-world evidence by HTA practicioners and healthcare decision makers.pdf",,,,,"https://doi.org/10.1016/j.jval.2023.01.007","Murphy, L. A., Akehurst, R., Solà-Morales, O., Cunningham, D., Mestre-Ferrandiz, J., Franklin, M., & de Pouvourville, G. (2023). *Structure and Content of a Taxonomy to Support the Use of Real-World Evidence by Health Technology Assessment Practitioners and Healthcare Decision Makers*. Value Health."
"89f71014-cdbf-4a70-ac67-6aeb17faa9bf","1.12_Across-Country Variations of Real-World Data and Evidence for Drugs.pdf",,,,,"https://doi.org/10.1016/j.jval.2023.01.009","de Pouvourville, G., Cunningham, D., Fricke, F.-U., Lindgren, P., Mantovani, L., Murphy, L. A., Solà-Morales, O., Mestre-Ferrandiz, J., & Akehurst, R. (2023). *Across-Country Variations of Real-World Data and Evidence for Drugs: A 5-European-Country Study*. Value in Health."
"3cb37424-6a05-48d7-a5d5-fd88779d7e5b","1.14_Guidance for reporting Real-World Evidence_ Real-World Evidence_ Response to Stakeholder Feedback.pdf",,,,,"https://www.cda-amc.ca/sites/default/files/RWE/MG0020/MG0020-Response-Document.pdf?__cf_chl_f_tk=qaZm39RLIWVRmnkbxCHJ3enEF4gfzjOaRVvTEyI7YqE-1782803879-1.0.1.1-y6Xo9m5Iz7eZfbNctUj3RcwRE8BB_zhzy7NNgbJuBko","CADTH. (2023). *Guidance for Reporting Real-World Evidence: Response to Stakeholder Feedback*. CADTH."
"6d88ba0f-1bb0-46c0-9cb0-85e8df462daf","1.15_INESSS_Real_world_data_SK.pdf",,,,,"https://www.inesss.qc.ca/fileadmin/doc/INESSS/Rapports/Medicaments/INESSS_Real_world_data_SK.pdf","INESSS. (2022). *Integration of Real-World Data and Evidence to Support Decision-Making in the Pharmaceutical Sector*. Institut national d'excellence en santé et en services sociaux (INESSS)."
"f6c6559c-c92c-4a97-a785-1c8d6aeee960","1.16_Methodological_Guide_RWD_HTA_AQuAS_2022.pdf",,,,,"https://aquas.gencat.cat/web/.content/minisite/aquas/fem/avaluacio/procediments/Methodological_Guide_RWD_HTA_AQuAS_2022.pdf","AQuAS. (2022). *Generating Evidence from Real-World Data in Health Technology Assessment*. Agency for Health Quality and Assessment of Catalonia."
"aa518984-6213-4e56-ad1b-503a96ec6de7","1.17_General-methods_version-7-0.pdf",,,,,"https://www.iqwig.de/methoden/general-methods_version-7-0.pdf","IQWiG. (2023). *General Methods*. Institut für Qualität und Wirtschaftlichkeit im Gesundheitswesen."
"25dd10a4-be7f-44bf-a34e-a488b93c8cc6","1.18_DiGA_Guide.pdf",,,,,"https://www.bfarm.de/SharedDocs/Downloads/EN/MedicalDevices/DiGA_Guide.html","BfArM. (2019). *The Fast-Track Process for Digital Health Applications (DiGA) according to Section 139e SGB V: A Guide for Manufacturers, Service Providers and Users*. BfArM."
"9c13e01b-4e1e-44d5-8f32-138ba5cac439","1.19_Real-World-Evidence of Digital Health Applications (DiGAs) in Rheumatology.pdf",,,,,"https://doi.org/10.1007/s40744-025-00744-y","Albrecht, A., Taubmann, J., Minopoulou, I., Hatscher, L., Kleinert, S., Mühlensiepen, F., Welcker, M., Leipe, J., Schulz, N., Klemm, P., Hueber, A., Schett, G., Kuhn, S., Labinsky, H., & Knitza, J. (2025). *Real-World-Evidence of Digital Health Applications (DiGAs) in Rheumatology: Insights from the DiGAReal Registry*."
"3b4080d3-3bea-4635-bfa7-3012cb8db1fb","1.1_GFI266.pdf",,,,,"https://www.fda.gov/media/139953/download","FDA. (2021). *Use of Real-World Data and Real-World Evidence to Support Effectiveness of New Animal Drugs*. U.S. Food and Drug Administration."
"5faad4b0-66e7-4284-98a4-28c20e9e4646","1.21_Establishing a national HTA program for medical devices in Italy.pdf",,,,,"https://doi.org/10.1016/j.healthpol.2021.03.003","Tarricone et al. (2021). *Establishing a national HTA program for medical devices in Italy: Overhauling a fragmented system to ensure value and equal access to new medical technologies*. Health Policy."
"cfbc1ab2-f044-4c0b-94fb-1b5bf7e590f1","1.22_National Strategy for Artificial Intelligence.pdf",,,,,,"Ministry of Finance and Ministry of Industry, Business and Financial Affairs. (2019). *National Strategy for Artificial Intelligence*. Ministry of Finance and Ministry of Industry, Business and Financial Affairs."
"a6201488-bddb-4cfd-a930-261163fd388e","1.23_The-danish-health-technology-council-s-methods-guide-for-the-evaluation-of-health-technology.pdf",,,,,,"Danish Health Technology Council. (2021). *The Danish Health Technology Council's methods guide for the evaluation of health technology*. Danish Health Technology Council."
"bd2b0f9c-d659-4a7b-9132-8a32c9787229","1.24_The-danish-medicines-council-methods-guide-for-assessing-new-pharmaceuticals-version-1-3.pdf",,,,,,"Danish Medicines Council. (*The Danish Medicines Council methods guide for assessing new pharmaceuticals*). Danish Medicines Council."
"dfb516bc-4816-4907-b139-c58eb8648491","1.25_Real-world-evidence-in-applications-to-the-danish-medicines-council_01-06-23.pdf",,,,,,"Danish Medicines Council. (*Real-world evidence in applications to the Danish Medicines Council*). Danish Medicines Council."
"005ae9c6-4839-4179-b17d-67255a903cf7","1.27_The real-world impact of National Institute for Health and Care Excellence_s real-world evidence framework.pdf",,,,,"https://doi.org/10.57264/cer-2023-0135","Duffield, S., & Jonsson, P. (2023). *The real-world impact of National Institute for Health and Care Excellence's real-world evidence framework*."
"f5e57a21-f447-4091-8286-60e76814df0c","1.28_Advancing real-world evidence in Brazil.pdf",,,,,"https://doi.org/10.1016/j.lana.2025.101344","Cézar de Aquino, N., Reichert, C. O., Lage, L. A. de P. C., Culler, H. F., Roitberg, F. S. R., Rocha, V., Alves, F. N. R., & Pereira, J. (2026). *Advancing real-world evidence in Brazil: regulatory gaps and global lessons*. The Lancet Regional Health - Americas."
"68b6847c-e426-43c6-8842-6691604a8f17","1.29_Guian64_2023_versao1.pdf",,,,,,"Anvisa. (2023). *Guia de boas práticas para estudos de dados do mundo real*. Agência Nacional de Vigilância Sanitária."
"d388bd03-6455-4e25-bfc4-20a730140817","1.30_Australian-framework-for-national-clinical-quality-registries-cqr-2024.pdf",,,,,,"ACSQHC. (2024). *Australian Framework for National Clinical Quality Registries*. Australian Commission on Safety and Quality in Health Care."
"f63d182b-e597-4808-8f96-e9702fb0c0cd","1.31_Optimising-the-availability-and-use-of-real-world-data-and-real-world-evidence-to-support-health-technology-assessment.pdf",,,,,,"Pratt N, Vajdic CM, Camacho X, Donnolley N, & Pearson S. (2024). *Optimising the availability and use of real world data and real world evidence to support health technology assessment in Australia*. UNSW Sydney."
"887a6dcd-5082-4ede-877f-98bcbf02e36a","1.33_MDS-G027_1.pdf",,,,,,"SFDA. (2025). *Guidance on Digital Health Products*. Saudi Food and Drug Authority."
"76101403-3bd6-46ad-9dfc-c6fd2ec1060e","1.34_MDS – G11E.pdf",,,,,,"SFDA. (2025). *Guidance on Manufacturing Paths of Medical Devices*. Saudi Food and Drug Authority."
"e91401d3-e7f0-43dd-a31a-5965bdec0863","1.35_MDS-G002E_0.pdf",,,,,,"SFDA. (2025). *Guidance on Innovative Medical Devices*. Saudi Food and Drug Authority."
"71673fcd-ea81-47dc-b741-3830daada551","1.36_MDS–G020E.pdf",,,,,,"SFDA. (2024). *SFDA Recognized Standards (Supporting Medical Device Premarket Submissions)*. Saudi Food and Drug Authority."
"9985fa65-7656-4297-915b-e88ac6048681","1.37_MDS-G009En.pdf",,,,,,"SFDA. (2025). *Guidance for Points of Care (POC) Medical Devices Manufacturing*. Saudi Food and Drug Authority."
"67043e03-5c60-4cd5-8479-4e63976a938e","1.38_MDS-G010ML.pdf",,,,,,"SFDA. (2022). *Guidance on Artificial Intelligence (AI) and Machine Learning (ML) technologies based Medical Devices*. Saudi Food and Drug Authority."
"ea8df8f1-b103-4a06-95d4-3ec68ec46df6","1.39_MDS_G23.pdf",,,,,,"IMDRF. (2014). *Software as a Medical Device (SaMD): Key Definitions*. International Medical Device Regulators Forum."
"95b1d61d-875c-4c28-b472-eb60d9f0f01b","1.3_55680653dft.pdf",,,,,,"FDA. (2024). *Real-World Evidence: Considerations Regarding Non-Interventional Studies for Drug and Biological Products Guidance for Industry*. U.S. Food and Drug Administration."
"4e8c3687-7554-4370-bc68-18d88df4e2a3","1.40_Medical_Devices_Act(PDF).pdf",,,,,,
"10167bf6-bfe0-4e53-8a57-fdaac44fb556","1.41_Enforcement_Rules_of_Medical_Devices_Act(PDF).pdf",,,,,,
"93e3fa71-1f37-41cb-9e78-eeac50e30801","1.42_Regulations_on_Good_Clinical_Practice_for_Medical_Devices.pdf",,,,,,"Ministry of Health and Welfare. (2022). *Regulations on Good Clinical Practice for Medical Devices*. Ministry of Health and Welfare."
"626b7ade-8a87-48b9-adf3-32235274f138","1.43Regulations_for_Medical_Device_Recalls(PDF).pdf",,,,,,
"a1a29472-5d1f-408b-b3a6-bbd4bdcc8c8b","1.44_Regulations_for_Management_of_Medical_Device_Safety_Surveillance.pdf",,,,,,
"6f427940-dad9-4141-9527-197f49bf0c39","1.45_Questions and Answers (Q&A) on Points to Consider for Ensuring the Reliability in.pdf",,,,,,"MHLW. (2023). *Questions and Answers (Q&A) on Points to Consider for Ensuring the Reliability in Utilization of Data from Registry or Medical Information Database in Applications for Marketing Approval and Re-examination for Regenerative Medical Products*. Ministry of Health, Labour and Welfare."
"58f7f31d-4826-44d0-9217-d73e7718f37a","1.46_Points to Consider for Ensuring the Reliability in Utilization of Registry Data for Applications.pdf",,,,,,"MHLW. (2021). *Points to Consider for Ensuring the Reliability in Utilization of Registry Data for Applications*. Ministry of Health, Labour and Welfare."
"5d30f4f7-1ce4-4f28-92df-1974c3e48fa1","1.47_Points to Consider for Ensuring the Reliability of Post-marketing Database Study for Regenerative Medical Products.pdf",,,,,,"MHLW. (2021). *Points to Consider for Ensuring the Reliability of Post-marketing Database Study for Regenerative Medical Products*. Ministry of Health, Labour and Welfare."
"fe5a8fb2-e69b-45fd-a4c2-4c967594e0c3","1.48_Points to Consider for Ensuring the Reliability of Post-marketing Database Study for Medical Devices.pdf",,,,,,"MHLW. (2018). *Points to Consider for Ensuring the Reliability of Post-marketing Database Study for Medical Devices*. Ministry of Health, Labour and Welfare."
"d861aa82-8c2f-42c6-a3e7-f449d56c90a7","1.49_Points to Consider for Ensuring the Reliability of Post-marketing Database Study for Drugs.pdf",,,,,,"MHLW. (2018). *Points to Consider for Ensuring the Reliability of Post-marketing Database Study for Drugs*. Ministry of Health, Labour and Welfare."
"fcc6731b-d0ab-4c97-b51a-22467c469fe4","1.4_real-world-evidence-medical-devices-guidance-2025.pdf",,,,,,"FDA. (2025). *Use of Real-World Evidence to Support Regulatory Decision-Making for Medical Devices*. U.S. Food and Drug Administration."
"a1cc2fb7-0379-4d50-a2fa-1a08f2c1fe41","1.50_Basic Principles on Utilization of Registry for Applications.pdf",,,,,,"MHLW. (2021). *Basic Principles on Utilization of Registry for Applications*. Ministry of Health, Labour and Welfare."
"17e5b019-a8f0-451e-9789-29815d173be1","1.51_Post Market Surveillance and Post-market Clinical Follow-up Studies.pdf",,,,,,"SAHPRA. (2025). *Post Market Surveillance and Post-Market Clinical Follow-up Studies*. South African Health Products Regulatory Authority."
"f366e508-6d5c-425e-849f-af93f53ea76e","1.52_Guidelines on Clinical Evaluation of Medical Devices.pdf",,,,,,"SAHPRA. (2025). *Guidelines on Clinical Evaluation of Medical Devices*. South African Health Products Regulatory Authority."
"5637077f-d526-473d-8146-8b837737b913","1.53_Generative Artificial Intelligence for Health Technology Assessment.pdf",,,,,"https://doi.org/10.1016/j.jval.2024.10.3846","Value in Health. (2025). *Generative Artificial Intelligence for Health Technology Assessment: Opportunities, Challenges, and Policy Considerations: An ISPOR Working Group Report*."
"051e401c-af01-4cf7-9c7a-b719f1ce8271","1.54_STaRT-RWE_ structured template for planning and reporting on the implementation of real world evidence studies - PMC.pdf",,,,,"https://doi.org/10.1136/bmj.m4856","BMJ. (2021). *STaRT-RWE: structured template for planning and reporting on the implementation of real world evidence studies*. BMJ."
"1cb74e67-e21a-45b2-a489-94b3071731ef","1.55_Improving Transparency to Build Trust in RWSD.pdf",,,,,"https://doi.org/10.1016/j.jval.2020.04.002","Orsini et al. (2020). *Improving Transparency to Build Trust in Real-World Secondary Data Studies for Hypothesis Testing -Why, What, and How: Recommendations and a Road Map from the Real-World Evidence Transparency Initiative*. Value in Health."
"f612b674-b537-454c-a4a2-70eccc5ea929","1.56_Using real-world data for coverage and payment decisions_the ISPOR Real-World Data Task Force report.pdf",,,,,"https://doi.org/10.1111/j.1524-4733.2007.00186.x","Garrison et al. (2007). *Using Real-World Data for Coverage and Payment Decisions: The ISPOR Real-World Data Task Force Report*."
"0c78876e-e338-41e5-8c7f-ca9ccc5a78a2","1.57_A Checklist for Retrospective Database Studies.pdf",,,,,"https://doi.org/10.1046/j.1524-4733.2003.00242.x","Motheral et al. (*A Checklist for Retrospective Database Studies-Report of the ISPOR Task Force on Retrospective Databases*)."
"f7aa81b5-a457-4267-82f6-ed91ab0b9cd5","1.58_Validation of algorithms in studies based on routinely collected health data_general principles.pdf",,,,,"https://doi.org/10.1093/aje/kwae071","Ehrenstein et al. (2024). *Validation of algorithms in studies based on routinely collected health data: general principles*. Practice of Epidemiology."
"647f00ba-18c8-48dc-a481-1ffeda9e262b","1.59_Pharmacoepidemiology and Drug - 2021 - Franklin - Real‐world evidence to support regulatory decision making  New or.pdf",,,,,"https://doi.org/10.1002/pds.5222","Franklin, J. M., Dreyer, N. A., Liaw, K.-L., Iyasu, S., & Critchlow, C. W. (2023). *Real-world evidence to support regulatory decision making: New or expanded medical product indications*."
"18770403-e883-4985-b2f5-5d18997b97e4","1.5_Study protocols that use real-world Data.pdf",,,,,,
"1c8c899b-83c8-4357-963a-cb7bf9b9e081","1.61_Pharmacoepidemiology and Drug - 2016 - Bourke - Evidence generation from healthcare databases  recommendations for managing.pdf",,,,,"https://doi.org/10.1002/pds.4004","Bourke, A., Bate, A., Sauer, B. C., Brown, J. S., & Hall, G. C. (2016). *Evidence generation from healthcare databases: recommendations for managing change*. Pharmacoepidemiology and Drug Safety."
"20fee61e-0108-439c-a59e-0d50e053ae27","1.62_CanREValue_2024_Conducting_Multi_provincial_RWE_Studies_cancer.pdf",,,,,,"CanREValue Collaboration Data Working Group. (2024). *Conducting Multi-Provincial Real-World Evidence Studies on Cancer Drugs*."
"d1615606-ce75-4c82-baae-af119de7d3ad","1.63_CanREValue_2024_Framework_incorporating_RWE_drug_funding_decisiones_Final-Report.pdf",,,,,,"CanREValue Collaboration. (2024). *Developing a framework for incorporating real-world evidence into drug funding decisions: CanREValue Collaboration Policy Working Groups Final Report*."
"e4114b93-7de7-47a5-8c5d-48c13819247f","1.64_CanREValue_Development of a Multi-Criteria Decision.pdf",,,,,"https://doi.org/10.3390/curroncol30040286","Parmar, A., Dai, W. F., Dionne, F., Geirnaert, M., Denburg, A., Ahuja, T., Beca, J., Bouchard, S., Chambers, C., Hunt, M. J., et al. (2023). *Development of a Multi-Criteria Decision Analysis Rating Tool to Prioritize Real-World Evidence Questions for the Canadian Real-World Evidence for Value of Cancer Drugs (CanREValue) Collaboration*. Curr. Oncol."
"bf4c5cbf-50e2-4ea4-b64f-26808d3460d0","1.65_CanREValue_A perspective on life-cycle health technology assessment and.pdf",,,,,"https://doi.org/10.1038/s41698-022-00316-1","Regier, D. A., Pollard, S., McPhail, M., Bubela, T., Hanna, T. P., Ho, C., Lim, H. J., Chan, K., Peacock, S. J., & Weymann, D. (2022). *A perspective on life-cycle health technology assessment and real-world evidence for precision oncology in Canada*. npj Precision Oncology."
"972ea4c0-8042-4069-8e3f-2d1403f97ab8","1.66_CSRC_2022_Seltzer_Practical and regulatory issues in remote monitoring of cardiac safety.pdf",,,,,"https://doi.org/10.1016/j.ahj.2021.09.005","Seltzer et al. (2021). *The COVID-19 pandemic and cardiovascular issues in clinical trials: Practical and regulatory issues in remote monitoring of cardiac safety*. Elsevier Inc."
"946730b9-3dc0-429d-8862-7e9c56583b5f","1.67_EFPIA_2025_Harnessing-rwe-to-transform-healthcare-decision-making-in-europe.pdf",,,,,,"EFPIA. (*Harnessing RWE to transform Healthcare Decision-Making in Europe: EFPIA vision on the role and use of RWE in decision-making*). European Federation of Pharmaceutical Industries and Associations."
"77a48c2b-34f6-4942-a3c1-11b9b4ed44e7","1.68_iqvia_2023_rwe-benchmarking-survey-whitepaper.pdf",,,,,,"IQVIA Canada. (2023). *Real World Evidence in Canada: Are pharmaceutical innovators ready for success in the evolving landscape?*."
"81f26144-d746-4b62-92fd-b0198fa87427","1.69_iqvia_2025_eu-hta-whitepaper.pdf",,,,,,"Van Engen, A., Schlueter, M., Falla, E., Tanner, S., & Sitavu-Radu, X. (*EU HTA in Action: How HTDs can prepare for a successful JCA*). IQVIA."
"c0a706e6-75c9-4bb2-8520-70b0654a4800","1.6_registries-evaluating-patient-outcomes-4th-edition.pdf",,,,,,"AHRQ. (2020). *Registries for Evaluating Patient Outcomes: A User's Guide*. Agency for Healthcare Research and Quality."
"5eaf2b1d-8ed1-4037-bbf5-a595504c0204","1.70_TransCelerate_2022_Preparing-To-Engage-With-Health-Authorities-On-RWE-for-Medicines.pdf",,,,,,"TransCelerate BioPharma. (2022). *Preparing to Engage with Health Authorities on Real World Evidence for Medicines: A TransCelerate Perspective*."
"8e93c256-06c0-4280-b465-457fa323d542","1.71_WHO_2025_HTA_medical_devices_pg38.pdf",,,,,,"WHO. (2025). *Health technology assessment of medical devices*. World Health Organization."
"805033a0-71a2-4611-a87e-63781ce703f4","1.77_MDR revision.pdf",,,,,,"European Commission. (2025). *Regulation of the European Parliament and of the Council amending Regulations (EU) 2017/745 and (EU) 2017/746 as regards simplifying and reducing the burden of the rules on medical devices and in vitro diagnostic medical devices, and amending Regulation (EU) 2022/123 as regards the support of the European Medicines Agency for the expert panels on medical devices and Regulation (EU) 2024/1689 as regards the list of Union harmonisation legislation referred to in its Annex I*. European Commission."
"7835cf1e-ca7b-431e-bcf6-4f23eb59c315","1.7_NESTcc-Research-Methods-Framework_FINAL_November-2025.pdf",,,,,,"NESTcc. (2020). *National Evaluation System for Health Technology Coordinating Center (NESTcc) Methods Framework*. U.S. Food and Drug Administration."
"f2702797-67ea-49ae-bcc8-dad30fdfc205","1.8_Marketing Submission Recommendations for a Predermined Change Control Plan for Artificial Intelligence-Enabled Device Software Functions.pdf",,,,,,"FDA. (2025). *Marketing Submission Recommendations for a Predetermined Change Control Plan for Artificial Intelligence-Enabled Device Software Functions*. U.S. Food and Drug Administration."
"bc50691d-02ff-44eb-a07a-d36094e99cb0","1.9_reflection-paper-use-real-world-data-non-interventional-studies-generate-real-world-evidence-regulatory-purposes_en.pdf",,,,,,"EMA. (2025). *Reflection paper on use of real-world data in noninterventional studies to generate real-world evidence for regulatory purposes*. European Medicines Agency."
"483260eb-e5b5-4b7b-94e9-dddccdab75d9","100_40264_2016_Article_405.pdf","Other","Pharmacoepidemiological Research on Outcomes of Therapeutics by a European ConsorTium","Good Signal Detection Practices: Evidence from IMI PROTECT",2016,"https://doi.org/10.1007/s40264-016-0405-1","Wisniewski, A. F. Z., Bate, A., Bousquet, C., Brueckner, A., Candore, G., Juhlin, K., Macia-Martinez, M. A., Manlik, K., Quarcoo, N., Seabroke, S., Slattery, J., Southworth, H., Thakrar, B., Tregunno, P., Van Holle, L., Kayser, M., & Norén, G. N. (2016). *Good Signal Detection Practices: Evidence from IMI PROTECT*."
"905fd5e0-acc1-4321-974c-8aa411fb68b2","101_40264_2020_Article_1008.pdf","Other","EFPIA-IPVG","Effective Pharmacovigilance System Development: EFPIA-IPVG Consensus Recommendations",2021,"https://doi.org/10.1007/s40264-020-01008-0","Peters, T., Soanes, N., Abbas, M., Ahmad, J., Delumeau, J.-C., Herrero-Martinez, E., Paramananda, M., Piper, J., Smail-Aoudia, F., van der Spuij, W., Veizovic, T., & Winstanley, G. (2020). *Effective Pharmacovigilance System Development: EFPIA-IPVG Consensus Recommendations*."
"076d53c4-8ffc-445b-b234-3c9d332109a8","102_2168479017739270 (1).pdf","USA","American Statistical Association Biopharmaceutical Section Safety Working Group","Sources of Safety Data and Statistical Strategies for Design and Analysis: Real World Insights",2018,"https://doi.org/10.1177/2168479017739270","Marchenko et al. (2018). *Sources of Safety Data and Statistical Strategies for Design and Analysis: Real World Insights*. Therapeutic Innovation & Regulatory Science."
"44091d8e-49b6-4109-bc34-3c4676780310","103_Bahri-2024-The STAR Compass to Guide Future Ph.pdf","Europe","European Union","The STAR Compass to Guide Future Pharmacovigilance Based on a 10-Year Review of the Strengthened EU System",2024,"https://doi.org/10.1007/s40264-024-01451-3","Bahri et al. (2024). *The STAR Compass to Guide Future Pharmacovigilance Based on a 10-Year Review of the Strengthened EU System*."
"4172dab2-1bf9-4fb6-b9ab-37a75ab05481","104_C-2024-Programme for the use of real world dat.pdf","Spain","RedETS","Programme for the use of real world data in health technology assessment. Potential uses for real world data in the Spanish HTA Network",2024,"https://doi.org/10.46994/ets_38","Ministry of Health. (2024). *Programme for the Use of Real World Data in Health Technology Assessment. Potential uses for Real World Data (RWD) in the Spanish HTA Network*. Ministry of Health."
"6fd0ccd4-644f-47af-8208-a17c1c79f49a","105_cer-12-220157 (1).pdf","Europe","Central and Eastern European countries","Guidance on using real-world evidence from Western Europe in Central and Eastern European health policy decision making",2023,"https://doi.org/10.57264/cer-2022-0157","Nemeth et al. (2023). *Guidance on using real-world evidence from Western Europe in Central and Eastern European health policy decision making*."
"eca4a088-b992-4729-ba48-ee6f1d6130d4","106_cer-14-250064.pdf","UK","NICE","Quality in qualitative evidence: new best practice principles from NICE's real-world evidence framework",2025,"https://doi.org/10.57264/cer-2025-0064","Gupta, V. A., Scott, S., Tonkinson, M., Jonsson, P., Goodburn, L., & Duffield, S. (2025). *Quality in qualitative evidence: new best practice principles from NICE's real-world evidence framework*."
"27a46aa9-5d3d-4e8f-9f0e-823f19dd1791","107_Chan-2025-Development of a framework on the in.pdf","Other","CanREValue","Development of a framework on the incorporation of real-world evidence (RWE) into cancer drug funding decisions in Canada: the Canadian Real-world Evidence for Value of Cancer Drugs (CanREValue) collaboration",2025,"https://doi.org/10.1136/bmjopen-2024-096286","Chan, K. K.-W., Takhar, P., Evans, W. K., et al. (2025). *Development of a framework on the incorporation of real-world evidence (RWE) into cancer drug funding decisions in Canada: the Canadian Realworld Evidence for Value of Cancer Drugs (CanREValue) collaboration*. BMJ Open."
"2c9909f5-87f3-49b4-89f7-0dea7cece9d5","108_Clin Pharma and Therapeutics - 2019 - Franklin.pdf","USA","US Food and Drug Administration","Nonrandomized Real-World Evidence to Support Regulatory Decision Making: Process for a Randomized Trial Replication Project",2020,"https://doi.org/10.1002/cpt.1633","Franklin et al. (2020). *Nonrandomized Real-World Evidence to Support Regulatory Decision Making: Process for a Randomized Trial Replication Project*."
